group,reason,side,count,pnl,first_ts,last_ts
live,[sl 4450.29],BUY,2,-18.04,2026-06-05 09:25:25,2026-06-05 09:25:59
live,PD Zone fill rou,BUY,1,-0.44,2026-06-06 04:15:02,2026-06-06 04:15:02
live,[sl 4399.40],BUY,1,2.23,2026-05-28 10:22:53,2026-05-28 10:22:53
live,[sl 4540.52],BUY,1,-5.76,2026-05-30 04:56:34,2026-05-30 04:56:34
live,[tp 4381.00],SELL,1,22.61,2026-05-28 20:16:08,2026-05-28 20:16:08
bt,SL,BUY,10,-369.2,2026-06-01 15:05:00,2026-06-06 00:03:00
bt,SL,SELL,10,-380.28,2026-05-29 01:01:00,2026-06-04 08:55:00
bt,TP,SELL,3,201.12,2026-05-29 18:01:00,2026-06-02 15:01:00
bt,SL_GUARD_CLOSE,SELL,1,19.48,2026-05-29 01:09:00,2026-05-29 01:09:00
bt,TP,BUY,1,28.24,2026-06-04 16:01:00,2026-06-04 16:01:00
live_mismatch,[sl 4543.72],SELL,1,-95.96,,
live_gap,TIME_TOO_FAR+ENTRY_TOO_FAR,BUY,3,19.08,2026-05-28 10:22:53,2026-05-30 04:56:34
live_gap,ENTRY_TOO_FAR,BUY,2,-18.04,2026-06-05 09:25:25,2026-06-05 09:25:59
live_gap,LIVE_SIGNAL_PD_CLOSED_NO_REPLAY:TIME_TOO_FAR+ENTRY_TOO_FAR,BUY,1,-0.44,2026-06-06 04:15:02,2026-06-06 04:15:02
bt_gap,TIME_TOO_FAR+ENTRY_TOO_FAR,SELL,21,-274.24,2026-05-29 01:01:00,2026-06-06 00:03:00
bt_gap,ENTRY_TOO_FAR,BUY,4,-226.4,2026-06-05 08:01:00,2026-06-05 08:58:00
mismatch_gap,CLOSE_BUCKET_DIFF,SELL,1,-95.96,2026-06-01 07:24:03,2026-06-01 07:24:03
live_entry_comment,[H1_M1]_S10_#2,BUY,3,-8.97,2026-05-28 10:22:53,2026-06-06 04:15:02
live_entry_comment,[H1_M1]_S10_#1,BUY,2,-13.04,2026-05-30 04:56:34,2026-06-05 09:25:59
live_entry_comment,[H1_M1]_S10_#2,SELL,1,22.61,2026-05-28 20:16:08,2026-05-28 20:16:08
mismatch_entry_comment,[H1_M1]_S10_#1,SELL,1,-95.96,2026-06-01 07:24:03,2026-06-01 07:24:03
live_s14_family,UNKNOWN,BUY,5,-22.01,2026-05-28 10:22:53,2026-06-06 04:15:02
live_s14_family,UNKNOWN,SELL,1,22.61,2026-05-28 20:16:08,2026-05-28 20:16:08
bt_s14_family,UNKNOWN,SELL,14,-159.68,2026-05-29 01:01:00,2026-06-04 08:55:00
bt_s14_family,UNKNOWN,BUY,11,-340.96,2026-06-01 15:05:00,2026-06-06 00:03:00
mismatch_s14_family,UNKNOWN,SELL,1,-95.96,2026-06-01 07:24:03,2026-06-01 07:24:03
s14_family_mismatch,UNKNOWN,SELL,1,-95.96,2026-06-01 07:24:03,2026-06-01 07:24:03
